-0.4772644, 1.9630127, 8.624039, 0, 0, 0, 0, 0, 0
0.039779663, 2.0983124, 7.9302673, 0, 0, 0, 0, 0, 0
0.48257446, 2.5212708, 8.747955, 0, 0, 0, 0, 0, 0
0.79600525, 2.6850433, 9.495636, 0, 0, 0, 0, 0, 0
1.0296326, 2.6162415, 9.593765, 0, 0, 0, 0, 0, 0
1.0501709, 2.5789337, 9.334351, 0, 0, 0, 0, 0, 0
0.9926605, 2.593628, 8.990402, 0, 0, 0, 0, 0, 0
0.9926605, 2.593628, 8.990402, 0, 0, 0, 29.559326, -20.352173, -38.656616
0.9215393, 2.5955963, 8.9028015, 0, 0, 0, 29.559326, -20.352173, -38.656616
0.8904419, 2.5463562, 9.124756, 0, 0, 0, 29.559326, -20.352173, -38.656616
0.8904419, 2.5463562, 9.124756, 0.066726685, -0.096069336, 0.119400024, 29.559326, -20.352173, -38.656616
0.8552704, 2.3033142, 9.1371, 0.066726685, -0.096069336, 0.119400024, 29.559326, -20.352173, -38.656616
0.8656311, 2.1210022, 8.950027, 0.066726685, -0.096069336, 0.119400024, 29.559326, -20.352173, -38.656616
1.0171051, 2.1999664, 8.921036, 0.066726685, -0.096069336, 0.119400024, 29.559326, -20.352173, -38.656616
1.1377258, 2.34523, 9.002441, 0.066726685, -0.096069336, 0.119400024, 29.559326, -20.352173, -38.656616
1.1326904, 2.400589, 9.057816, 0.066726685, -0.096069336, 0.119400024, 29.559326, -20.352173, -38.656616
1.1479645, 2.459961, 9.26004, 0.066726685, -0.096069336, 0.119400024, 29.559326, -20.352173, -38.656616
1.1059723, 2.387909, 9.255142, 0.066726685, -0.096069336, 0.119400024, 29.559326, -20.352173, -38.656616
0.9134369, 2.2254028, 9.043823, 0.066726685, -0.096069336, 0.119400024, 29.559326, -20.352173, -38.656616
0.9134369, 2.2254028, 9.043823, 0.066726685, -0.096069336, 0.119400024, 28.817749, -21.696472, -38.911438
0.87620544, 2.2484894, 9.06839, 0.066726685, -0.096069336, 0.119400024, 28.817749, -21.696472, -38.911438
0.95350647, 2.4161987, 9.020126, 0.066726685, -0.096069336, 0.119400024, 28.817749, -21.696472, -38.911438
0.95350647, 2.4161987, 9.020126, 0.0572052, -0.069107056, -0.16775513, 28.817749, -21.696472, -38.911438
0.9999542, 2.5281372, 8.980698, 0.0572052, -0.069107056, -0.16775513, 28.817749, -21.696472, -38.911438
1.017456, 2.4330597, 8.633362, 0.0572052, -0.069107056, -0.16775513, 28.817749, -21.696472, -38.911438
0.9125061, 2.300064, 8.235031, 0.0572052, -0.069107056, -0.16775513, 28.817749, -21.696472, -38.911438
0.8119049, 2.287201, 8.104385, 0.0572052, -0.069107056, -0.16775513, 28.817749, -21.696472, -38.911438
0.57336426, 2.2763824, 8.027664, 0.0572052, -0.069107056, -0.16775513, 28.817749, -21.696472, -38.911438
0.26367188, 2.2736664, 8.089722, 0.0572052, -0.069107056, -0.16775513, 28.817749, -21.696472, -38.911438
0.0635376, 2.2546997, 8.233139, 0.0572052, -0.069107056, -0.16775513, 28.817749, -21.696472, -38.911438
0.13058472, 2.1781616, 8.158371, 0.0572052, -0.069107056, -0.16775513, 28.817749, -21.696472, -38.911438
0.13058472, 2.1781616, 8.158371, 0.0572052, -0.069107056, -0.16775513, 28.901672, -20.906067, -38.578796
0.43095398, 2.2755737, 7.9468994, 0.0572052, -0.069107056, -0.16775513, 28.901672, -20.906067, -38.578796
0.71388245, 2.4250793, 7.7625275, 0.0572052, -0.069107056, -0.16775513, 28.901672, -20.906067, -38.578796
0.71388245, 2.4250793, 7.7625275, 0.18696594, 0.02708435, -0.5259094, 28.901672, -20.906067, -38.578796
0.6411438, 2.565628, 7.7559204, 0.18696594, 0.02708435, -0.5259094, 28.901672, -20.906067, -38.578796
0.23535156, 2.424591, 7.9395905, 0.18696594, 0.02708435, -0.5259094, 28.901672, -20.906067, -38.578796
-0.23771667, 2.1177979, 8.00621, 0.18696594, 0.02708435, -0.5259094, 28.901672, -20.906067, -38.578796
-0.44166565, 2.0279236, 8.033066, 0.18696594, 0.02708435, -0.5259094, 28.901672, -20.906067, -38.578796
-0.13908386, 2.2511292, 8.339615, 0.18696594, 0.02708435, -0.5259094, 28.901672, -20.906067, -38.578796
0.18785095, 2.445282, 8.494888, 0.18696594, 0.02708435, -0.5259094, 28.901672, -20.906067, -38.578796
-0.011550903, 2.3115234, 8.138153, 0.18696594, 0.02708435, -0.5259094, 28.901672, -20.906067, -38.578796
-0.5998688, 2.072174, 7.904907, 0.18696594, 0.02708435, -0.5259094, 28.901672, -20.906067, -38.578796
-0.5998688, 2.072174, 7.904907, 0.18696594, 0.02708435, -0.5259094, 29.580688, -17.953491, -38.945007
-1.1432343, 1.9499512, 8.186676, 0.18696594, 0.02708435, -0.5259094, 29.580688, -17.953491, -38.945007
-1.3274994, 1.924881, 8.584839, 0.18696594, 0.02708435, -0.5259094, 29.580688, -17.953491, -38.945007
-1.3274994, 1.924881, 8.584839, 0.03276062, -0.075424194, -0.899353, 29.580688, -17.953491, -38.945007
-1.1866302, 2.0406342, 8.741333, 0.03276062, -0.075424194, -0.899353, 29.580688, -17.953491, -38.945007
-1.1790619, 2.2445526, 8.641144, 0.03276062, -0.075424194, -0.899353, 29.580688, -17.953491, -38.945007
-1.731781, 2.2351074, 8.427322, 0.03276062, -0.075424194, -0.899353, 29.580688, -17.953491, -38.945007
-2.4844208, 1.880188, 8.808121, 0.03276062, -0.075424194, -0.899353, 29.580688, -17.953491, -38.945007
-2.4293213, 1.5174408, 9.375793, 0.03276062, -0.075424194, -0.899353, 29.580688, -17.953491, -38.945007
-1.6443176, 1.6914368, 9.322464, 0.03276062, -0.075424194, -0.899353, 29.580688, -17.953491, -38.945007
-0.8879242, 2.306427, 9.203278, 0.03276062, -0.075424194, -0.899353, 29.580688, -17.953491, -38.945007
-0.66986084, 2.6596527, 9.026062, 0.03276062, -0.075424194, -0.899353, 29.580688, -17.953491, -38.945007
-0.66986084, 2.6596527, 9.026062, 0.03276062, -0.075424194, -0.899353, 29.612732, -14.285278, -40.200806
-0.85513306, 2.5422058, 8.49527, 0.03276062, -0.075424194, -0.899353, 29.612732, -14.285278, -40.200806
-1.0938873, 2.2871704, 8.195328, 0.03276062, -0.075424194, -0.899353, 29.612732, -14.285278, -40.200806
-1.0938873, 2.2871704, 8.195328, -0.08258057, -0.056350708, -0.43841553, 29.612732, -14.285278, -40.200806
-1.2754669, 2.1951904, 8.636246, -0.08258057, -0.056350708, -0.43841553, 29.612732, -14.285278, -40.200806
-1.3332062, 2.1999817, 9.383987, -0.08258057, -0.056350708, -0.43841553, 29.612732, -14.285278, -40.200806
-1.3198853, 2.2537384, 9.960342, -0.08258057, -0.056350708, -0.43841553, 29.612732, -14.285278, -40.200806
-1.350235, 2.2346497, 10.077835, -0.08258057, -0.056350708, -0.43841553, 29.612732, -14.285278, -40.200806
-1.4555969, 2.164444, 9.741058, -0.08258057, -0.056350708, -0.43841553, 29.612732, -14.285278, -40.200806
-1.6768036, 2.0926666, 9.662094, -0.08258057, -0.056350708, -0.43841553, 29.612732, -14.285278, -40.200806
-1.8434448, 2.1079254, 9.9027405, -0.08258057, -0.056350708, -0.43841553, 29.612732, -14.285278, -40.200806
-1.6412659, 2.2079926, 10.366684, -0.08258057, -0.056350708, -0.43841553, 29.612732, -14.285278, -40.200806
-1.6412659, 2.2079926, 10.366684, -0.08258057, -0.056350708, -0.43841553, 29.928589, -11.148071, -41.363525
-1.3210754, 2.2570953, 10.593658, -0.08258057, -0.056350708, -0.43841553, 29.928589, -11.148071, -41.363525
-1.3606415, 2.1481934, 10.289017, -0.08258057, -0.056350708, -0.43841553, 29.928589, -11.148071, -41.363525
-1.3606415, 2.1481934, 10.289017, -0.22091675, -0.055099487, -0.10044861, 29.928589, -11.148071, -41.363525
